,id,hour,source,number
1667,41412,24.0,TruckSource12,100
1668,41413,24.0,TruckSource13,100
1669,41414,24.0,TruckSource14,101
1670,41415,24.0,TruckSource15,104
1671,41416,24.0,TruckSource16,101
1672,41417,24.0,TruckSource17,113
1673,41418,24.0,TruckSource18,108
1674,41419,24.0,TruckSource19,107
1675,41420,24.0,TruckSource20,111
1676,41421,24.0,TruckSource21,118
1677,41422,24.0,TruckSource22,115
1678,41423,24.0,TruckSource23,117
1679,41424,24.0,TruckSource24,115
1680,41425,24.0,TruckSource25,82
1681,41426,24.0,TruckSource26,82
1682,41427,24.0,TruckSource27,110
1683,41428,24.0,TruckSource28,113
1684,41429,24.0,TruckSource29,130
1685,41430,24.0,TruckSource30,107
1686,41431,24.0,TruckSource31,129
1687,41432,24.0,TruckSource32,89
1688,41433,24.0,TruckSource33,89
1689,41434,24.0,TruckSource34,92
1690,41435,24.0,TruckSource35,131
1691,41436,24.0,TruckSource36,125
1692,41437,24.0,TruckSource37,34
1693,41438,24.0,TruckSource38,34
1694,41439,24.0,TruckSource39,33
1695,41440,24.0,TruckSource40,34
1696,41441,24.0,TruckSource41,33
1697,41442,24.0,TruckSource42,33
1698,41443,24.0,TruckSource43,33
1699,41444,24.0,TruckSource44,38
1700,41445,24.0,TruckSource45,35
1701,41446,24.0,TruckSource46,35
1702,41447,24.0,TruckSource47,36
1703,41448,24.0,TruckSource48,35
1704,41449,24.0,TruckSource49,34
1705,41450,24.0,TruckSource50,35
1706,41451,24.0,TruckSource51,57
1707,41452,24.0,TruckSource52,63
1708,41453,24.0,TruckSource53,60
1709,41454,24.0,TruckSource54,61
1710,41455,24.0,TruckSource55,19
1711,41456,24.0,TruckSource56,17
1712,41457,24.0,TruckSource57,17
1713,41458,24.0,TruckSource58,18
1714,41459,24.0,TruckSource59,28
1715,41460,24.0,TruckSource60,14
1716,41461,24.0,TruckSource61,14
1717,41462,24.0,TruckSource62,13
1718,41463,24.0,TruckSource63,14
1719,41464,24.0,TruckSource64,14
1720,41465,24.0,TruckSource65,11
1721,41466,24.0,TruckSource66,11
1722,41467,24.0,TruckSource67,11
1723,41468,24.0,TruckSource68,10
1724,41469,24.0,TruckSource69,12
1725,41470,25.0,TruckSource1,134
1726,41471,25.0,TruckSource2,134
1727,41472,25.0,TruckSource3,85
1728,41473,25.0,TruckSource4,82
1729,41474,25.0,TruckSource5,145
1730,41475,25.0,TruckSource6,147
1731,41476,25.0,TruckSource7,141
1732,41477,25.0,TruckSource8,114
1733,41478,25.0,TruckSource9,115
1734,41479,25.0,TruckSource10,120
1735,41480,25.0,TruckSource11,113
1736,41481,25.0,TruckSource12,105
1737,41482,25.0,TruckSource13,105
1738,41483,25.0,TruckSource14,105
1739,41484,25.0,TruckSource15,109
1740,41485,25.0,TruckSource16,105
1741,41486,25.0,TruckSource17,118
1742,41487,25.0,TruckSource18,112
1743,41488,25.0,TruckSource19,112
1744,41489,25.0,TruckSource20,116
1745,41490,25.0,TruckSource21,123
1746,41491,25.0,TruckSource22,121
1747,41492,25.0,TruckSource23,121
1748,41493,25.0,TruckSource24,120
1749,41494,25.0,TruckSource25,85
1750,41495,25.0,TruckSource26,85
1751,41496,25.0,TruckSource27,115
1752,41497,25.0,TruckSource28,118
1753,41498,25.0,TruckSource29,136
1754,41499,25.0,TruckSource30,112
1755,41500,25.0,TruckSource31,134
1756,41501,25.0,TruckSource32,92
1757,41502,25.0,TruckSource33,92
1758,41503,25.0,TruckSource34,96
1759,41504,25.0,TruckSource35,136
1760,41505,25.0,TruckSource36,130
1761,41506,25.0,TruckSource37,36
1762,41507,25.0,TruckSource38,36
1763,41508,25.0,TruckSource39,35
1764,41509,25.0,TruckSource40,35
1765,41510,25.0,TruckSource41,35
1766,41511,25.0,TruckSource42,34
1767,41512,25.0,TruckSource43,35
1768,41513,25.0,TruckSource44,39
1769,41514,25.0,TruckSource45,36
1770,41515,25.0,TruckSource46,36
1771,41516,25.0,TruckSource47,38
1772,41517,25.0,TruckSource48,36
1773,41518,25.0,TruckSource49,36
1774,41519,25.0,TruckSource50,36
1775,41520,25.0,TruckSource51,59
1776,41521,25.0,TruckSource52,66
1777,41522,25.0,TruckSource53,63
1778,41523,25.0,TruckSource54,63
1779,41524,25.0,TruckSource55,20
1780,41525,25.0,TruckSource56,18
1781,41526,25.0,TruckSource57,18
1782,41527,25.0,TruckSource58,19
1783,41528,25.0,TruckSource59,29
1784,41529,25.0,TruckSource60,14
1785,41530,25.0,TruckSource61,15
1786,41531,25.0,TruckSource62,13
1787,41532,25.0,TruckSource63,15
1788,41533,25.0,TruckSource64,15
1789,41534,25.0,TruckSource65,11
1790,41535,25.0,TruckSource66,11
1791,41536,25.0,TruckSource67,11
1792,41537,25.0,TruckSource68,11
1793,41538,25.0,TruckSource69,13
1794,41539,26.0,TruckSource1,139
1795,41540,26.0,TruckSource2,139
1796,41541,26.0,TruckSource3,89
1797,41542,26.0,TruckSource4,85
1798,41543,26.0,TruckSource5,151
1799,41544,26.0,TruckSource6,152
1800,41545,26.0,TruckSource7,147
1801,41546,26.0,TruckSource8,118
1802,41547,26.0,TruckSource9,119
1803,41548,26.0,TruckSource10,124
1804,41549,26.0,TruckSource11,119
1805,41550,26.0,TruckSource12,108
1806,41551,26.0,TruckSource13,109
1807,41552,26.0,TruckSource14,110
1808,41553,26.0,TruckSource15,113
1809,41554,26.0,TruckSource16,110
1810,41555,26.0,TruckSource17,123
1811,41556,26.0,TruckSource18,116
1812,41557,26.0,TruckSource19,116
1813,41558,26.0,TruckSource20,121
1814,41559,26.0,TruckSource21,128
1815,41560,26.0,TruckSource22,126
1816,41561,26.0,TruckSource23,125
1817,41562,26.0,TruckSource24,125
1818,41563,26.0,TruckSource25,88
1819,41564,26.0,TruckSource26,88
1820,41565,26.0,TruckSource27,120
1821,41566,26.0,TruckSource28,122
1822,41567,26.0,TruckSource29,142
1823,41568,26.0,TruckSource30,117
1824,41569,26.0,TruckSource31,139
1825,41570,26.0,TruckSource32,96
1826,41571,26.0,TruckSource33,96
1827,41572,26.0,TruckSource34,100
1828,41573,26.0,TruckSource35,141
1829,41574,26.0,TruckSource36,135
1830,41575,26.0,TruckSource37,37
1831,41576,26.0,TruckSource38,38
1832,41577,26.0,TruckSource39,36
1833,41578,26.0,TruckSource40,37
1834,41579,26.0,TruckSource41,36
1835,41580,26.0,TruckSource42,35
1836,41581,26.0,TruckSource43,36
1837,41582,26.0,TruckSource44,40
1838,41583,26.0,TruckSource45,38
1839,41584,26.0,TruckSource46,37
1840,41585,26.0,TruckSource47,39
1841,41586,26.0,TruckSource48,38
1842,41587,26.0,TruckSource49,37
1843,41588,26.0,TruckSource50,38
1844,41589,26.0,TruckSource51,62
1845,41590,26.0,TruckSource52,68
1846,41591,26.0,TruckSource53,65
1847,41592,26.0,TruckSource54,65
1848,41593,26.0,TruckSource55,21
1849,41594,26.0,TruckSource56,18
1850,41595,26.0,TruckSource57,19
1851,41596,26.0,TruckSource58,19
1852,41597,26.0,TruckSource59,30
1853,41598,26.0,TruckSource60,15
1854,41599,26.0,TruckSource61,16
1855,41600,26.0,TruckSource62,14
1856,41601,26.0,TruckSource63,15
1857,41602,26.0,TruckSource64,15
1858,41603,26.0,TruckSource65,11
1859,41604,26.0,TruckSource66,11
1860,41605,26.0,TruckSource67,11
1861,41606,26.0,TruckSource68,12
1862,41607,26.0,TruckSource69,13
1863,41608,27.0,TruckSource1,145
1864,41609,27.0,TruckSource2,144
1865,41610,27.0,TruckSource3,92
1866,41611,27.0,TruckSource4,88
1867,41612,27.0,TruckSource5,156
1868,41613,27.0,TruckSource6,158
1869,41614,27.0,TruckSource7,153
1870,41615,27.0,TruckSource8,122
1871,41616,27.0,TruckSource9,123
1872,41617,27.0,TruckSource10,128
1873,41618,27.0,TruckSource11,123
1874,41619,27.0,TruckSource12,113
1875,41620,27.0,TruckSource13,114
1876,41621,27.0,TruckSource14,114
1877,41622,27.0,TruckSource15,117
1878,41623,27.0,TruckSource16,115
1879,41624,27.0,TruckSource17,127
1880,41625,27.0,TruckSource18,120
1881,41626,27.0,TruckSource19,121
1882,41627,27.0,TruckSource20,126
1883,41628,27.0,TruckSource21,132
1884,41629,27.0,TruckSource22,130
1885,41630,27.0,TruckSource23,131
1886,41631,27.0,TruckSource24,130
1887,41632,27.0,TruckSource25,92
1888,41633,27.0,TruckSource26,92
1889,41634,27.0,TruckSource27,124
1890,41635,27.0,TruckSource28,127
1891,41636,27.0,TruckSource29,147
1892,41637,27.0,TruckSource30,121
1893,41638,27.0,TruckSource31,145
1894,41639,27.0,TruckSource32,100
1895,41640,27.0,TruckSource33,99
1896,41641,27.0,TruckSource34,103
1897,41642,27.0,TruckSource35,146
1898,41643,27.0,TruckSource36,140
1899,41644,27.0,TruckSource37,38
1900,41645,27.0,TruckSource38,39
1901,41646,27.0,TruckSource39,37
1902,41647,27.0,TruckSource40,38
1903,41648,27.0,TruckSource41,37
1904,41649,27.0,TruckSource42,37
1905,41650,27.0,TruckSource43,37
1906,41651,27.0,TruckSource44,41
1907,41652,27.0,TruckSource45,40
1908,41653,27.0,TruckSource46,39
1909,41654,27.0,TruckSource47,41
1910,41655,27.0,TruckSource48,39
1911,41656,27.0,TruckSource49,39
1912,41657,27.0,TruckSource50,40
1913,41658,27.0,TruckSource51,64
1914,41659,27.0,TruckSource52,71
1915,41660,27.0,TruckSource53,68
1916,41661,27.0,TruckSource54,67
1917,41662,27.0,TruckSource55,22
1918,41663,27.0,TruckSource56,19
1919,41664,27.0,TruckSource57,20
1920,41665,27.0,TruckSource58,20
1921,41666,27.0,TruckSource59,31
1922,41667,27.0,TruckSource60,16
1923,41668,27.0,TruckSource61,16
1924,41669,27.0,TruckSource62,14
1925,41670,27.0,TruckSource63,16
1926,41671,27.0,TruckSource64,16
1927,41672,27.0,TruckSource65,12
1928,41673,27.0,TruckSource66,12
1929,41674,27.0,TruckSource67,12
1930,41675,27.0,TruckSource68,12
1931,41676,27.0,TruckSource69,13
1932,41677,28.0,TruckSource1,150
1933,41678,28.0,TruckSource2,150
1934,41679,28.0,TruckSource3,96
1935,41680,28.0,TruckSource4,91
1936,41681,28.0,TruckSource5,163
1937,41682,28.0,TruckSource6,164
1938,41683,28.0,TruckSource7,159
1939,41684,28.0,TruckSource8,127
1940,41685,28.0,TruckSource9,128
1941,41686,28.0,TruckSource10,134
1942,41687,28.0,TruckSource11,128
1943,41688,28.0,TruckSource12,117
1944,41689,28.0,TruckSource13,118
1945,41690,28.0,TruckSource14,118
1946,41691,28.0,TruckSource15,121
1947,41692,28.0,TruckSource16,119
1948,41693,28.0,TruckSource17,131
1949,41694,28.0,TruckSource18,124
1950,41695,28.0,TruckSource19,125
1951,41696,28.0,TruckSource20,130
1952,41697,28.0,TruckSource21,137
1953,41698,28.0,TruckSource22,135
1954,41699,28.0,TruckSource23,135
1955,41700,28.0,TruckSource24,135
1956,41701,28.0,TruckSource25,94
1957,41702,28.0,TruckSource26,95
1958,41703,28.0,TruckSource27,128
1959,41704,28.0,TruckSource28,132
1960,41705,28.0,TruckSource29,152
1961,41706,28.0,TruckSource30,125
1962,41707,28.0,TruckSource31,151
1963,41708,28.0,TruckSource32,103
1964,41709,28.0,TruckSource33,103
1965,41710,28.0,TruckSource34,107
1966,41711,28.0,TruckSource35,152
1967,41712,28.0,TruckSource36,145
1968,41713,28.0,TruckSource37,39
1969,41714,28.0,TruckSource38,40
1970,41715,28.0,TruckSource39,39
1971,41716,28.0,TruckSource40,39
1972,41717,28.0,TruckSource41,39
1973,41718,28.0,TruckSource42,38
1974,41719,28.0,TruckSource43,38
1975,41720,28.0,TruckSource44,43
1976,41721,28.0,TruckSource45,41
1977,41722,28.0,TruckSource46,41
1978,41723,28.0,TruckSource47,42
1979,41724,28.0,TruckSource48,41
1980,41725,28.0,TruckSource49,40
1981,41726,28.0,TruckSource50,41
1982,41727,28.0,TruckSource51,67
1983,41728,28.0,TruckSource52,74
1984,41729,28.0,TruckSource53,70
1985,41730,28.0,TruckSource54,70
1986,41731,28.0,TruckSource55,22
1987,41732,28.0,TruckSource56,20
1988,41733,28.0,TruckSource57,21
1989,41734,28.0,TruckSource58,21
1990,41735,28.0,TruckSource59,32
1991,41736,28.0,TruckSource60,16
1992,41737,28.0,TruckSource61,16
1993,41738,28.0,TruckSource62,15
1994,41739,28.0,TruckSource63,17
1995,41740,28.0,TruckSource64,17
1996,41741,28.0,TruckSource65,12
1997,41742,28.0,TruckSource66,12
1998,41743,28.0,TruckSource67,12
1999,41744,28.0,TruckSource68,12
2000,41745,28.0,TruckSource69,14
2001,41746,29.0,TruckSource1,156
2002,41747,29.0,TruckSource2,155
2003,41748,29.0,TruckSource3,99
2004,41749,29.0,TruckSource4,95
2005,41750,29.0,TruckSource5,168
2006,41751,29.0,TruckSource6,169
2007,41752,29.0,TruckSource7,165
2008,41753,29.0,TruckSource8,131
2009,41754,29.0,TruckSource9,132
2010,41755,29.0,TruckSource10,138
2011,41756,29.0,TruckSource11,133
2012,41757,29.0,TruckSource12,121
2013,41758,29.0,TruckSource13,122
2014,41759,29.0,TruckSource14,122
2015,41760,29.0,TruckSource15,126
2016,41761,29.0,TruckSource16,123
2017,41762,29.0,TruckSource17,136
2018,41763,29.0,TruckSource18,129
2019,41764,29.0,TruckSource19,130
2020,41765,29.0,TruckSource20,135
2021,41766,29.0,TruckSource21,141
2022,41767,29.0,TruckSource22,141
2023,41768,29.0,TruckSource23,141
2024,41769,29.0,TruckSource24,139
2025,41770,29.0,TruckSource25,98
2026,41771,29.0,TruckSource26,99
2027,41772,29.0,TruckSource27,133
2028,41773,29.0,TruckSource28,137
2029,41774,29.0,TruckSource29,157
2030,41775,29.0,TruckSource30,130
2031,41776,29.0,TruckSource31,157
2032,41777,29.0,TruckSource32,107
2033,41778,29.0,TruckSource33,106
2034,41779,29.0,TruckSource34,111
2035,41780,29.0,TruckSource35,156
2036,41781,29.0,TruckSource36,150
2037,41782,29.0,TruckSource37,41
2038,41783,29.0,TruckSource38,42
2039,41784,29.0,TruckSource39,40
2040,41785,29.0,TruckSource40,40
2041,41786,29.0,TruckSource41,40
2042,41787,29.0,TruckSource42,40
2043,41788,29.0,TruckSource43,39
2044,41789,29.0,TruckSource44,44
2045,41790,29.0,TruckSource45,43
2046,41791,29.0,TruckSource46,42
2047,41792,29.0,TruckSource47,43
2048,41793,29.0,TruckSource48,43
2049,41794,29.0,TruckSource49,42
2050,41795,29.0,TruckSource50,43
2051,41796,29.0,TruckSource51,69
2052,41797,29.0,TruckSource52,77
2053,41798,29.0,TruckSource53,73
2054,41799,29.0,TruckSource54,72
2055,41800,29.0,TruckSource55,23
2056,41801,29.0,TruckSource56,21
2057,41802,29.0,TruckSource57,22
2058,41803,29.0,TruckSource58,21
2059,41804,29.0,TruckSource59,33
2060,41805,29.0,TruckSource60,17
2061,41806,29.0,TruckSource61,17
2062,41807,29.0,TruckSource62,16
2063,41808,29.0,TruckSource63,17
2064,41809,29.0,TruckSource64,17
2065,41810,29.0,TruckSource65,13
2066,41811,29.0,TruckSource66,13
2067,41812,29.0,TruckSource67,13
2068,41813,29.0,TruckSource68,13
2069,41814,29.0,TruckSource69,14
2070,41815,30.0,TruckSource1,161
2071,41816,30.0,TruckSource2,161
2072,41817,30.0,TruckSource3,102
2073,41818,30.0,TruckSource4,99
2074,41819,30.0,TruckSource5,174
2075,41820,30.0,TruckSource6,175
2076,41821,30.0,TruckSource7,170
2077,41822,30.0,TruckSource8,135
2078,41823,30.0,TruckSource9,137
2079,41824,30.0,TruckSource10,143
2080,41825,30.0,TruckSource11,138
2081,41826,30.0,TruckSource12,126
2082,41827,30.0,TruckSource13,126
2083,41828,30.0,TruckSource14,126
2084,41829,30.0,TruckSource15,130
2085,41830,30.0,TruckSource16,127
2086,41831,30.0,TruckSource17,141
2087,41832,30.0,TruckSource18,133
2088,41833,30.0,TruckSource19,134
2089,41834,30.0,TruckSource20,139
2090,41835,30.0,TruckSource21,147
2091,41836,30.0,TruckSource22,146
2092,41837,30.0,TruckSource23,146
2093,41838,30.0,TruckSource24,144
2094,41839,30.0,TruckSource25,101
2095,41840,30.0,TruckSource26,102
2096,41841,30.0,TruckSource27,138
2097,41842,30.0,TruckSource28,142
2098,41843,30.0,TruckSource29,162
2099,41844,30.0,TruckSource30,134
2100,41845,30.0,TruckSource31,162
2101,41846,30.0,TruckSource32,111
2102,41847,30.0,TruckSource33,111
2103,41848,30.0,TruckSource34,115
2104,41849,30.0,TruckSource35,162
2105,41850,30.0,TruckSource36,155
2106,41851,30.0,TruckSource37,42
2107,41852,30.0,TruckSource38,43
2108,41853,30.0,TruckSource39,42
2109,41854,30.0,TruckSource40,41
2110,41855,30.0,TruckSource41,42
2111,41856,30.0,TruckSource42,41
2112,41857,30.0,TruckSource43,41
2113,41858,30.0,TruckSource44,46
2114,41859,30.0,TruckSource45,45
2115,41860,30.0,TruckSource46,44
2116,41861,30.0,TruckSource47,45
2117,41862,30.0,TruckSource48,44
2118,41863,30.0,TruckSource49,43
2119,41864,30.0,TruckSource50,44
2120,41865,30.0,TruckSource51,72
2121,41866,30.0,TruckSource52,80
2122,41867,30.0,TruckSource53,76
2123,41868,30.0,TruckSource54,74
2124,41869,30.0,TruckSource55,23
2125,41870,30.0,TruckSource56,21
2126,41871,30.0,TruckSource57,22
2127,41872,30.0,TruckSource58,22
2128,41873,30.0,TruckSource59,34
2129,41874,30.0,TruckSource60,17
2130,41875,30.0,TruckSource61,17
2131,41876,30.0,TruckSource62,17
2132,41877,30.0,TruckSource63,18
2133,41878,30.0,TruckSource64,18
2134,41879,30.0,TruckSource65,13
2135,41880,30.0,TruckSource66,13
2136,41881,30.0,TruckSource67,13
2137,41882,30.0,TruckSource68,14
2138,41883,30.0,TruckSource69,14
2139,41884,31.0,TruckSource1,166
2140,41885,31.0,TruckSource2,166
2141,41886,31.0,TruckSource3,106
2142,41887,31.0,TruckSource4,101
2143,41888,31.0,TruckSource5,180
2144,41889,31.0,TruckSource6,181
2145,41890,31.0,TruckSource7,176
2146,41891,31.0,TruckSource8,140
2147,41892,31.0,TruckSource9,141
2148,41893,31.0,TruckSource10,148
2149,41894,31.0,TruckSource11,142
2150,41895,31.0,TruckSource12,130
2151,41896,31.0,TruckSource13,129
2152,41897,31.0,TruckSource14,130
2153,41898,31.0,TruckSource15,134
2154,41899,31.0,TruckSource16,132
2155,41900,31.0,TruckSource17,146
2156,41901,31.0,TruckSource18,138
2157,41902,31.0,TruckSource19,139
2158,41903,31.0,TruckSource20,144
2159,41904,31.0,TruckSource21,151
2160,41905,31.0,TruckSource22,150
2161,41906,31.0,TruckSource23,153
2162,41907,31.0,TruckSource24,148
2163,41908,31.0,TruckSource25,105
2164,41909,31.0,TruckSource26,106
2165,41910,31.0,TruckSource27,142
2166,41911,31.0,TruckSource28,147
2167,41912,31.0,TruckSource29,168
2168,41913,31.0,TruckSource30,139
2169,41914,31.0,TruckSource31,168
2170,41915,31.0,TruckSource32,115
2171,41916,31.0,TruckSource33,114
2172,41917,31.0,TruckSource34,120
2173,41918,31.0,TruckSource35,167
2174,41919,31.0,TruckSource36,159
2175,41920,31.0,TruckSource37,43
2176,41921,31.0,TruckSource38,44
2177,41922,31.0,TruckSource39,43
2178,41923,31.0,TruckSource40,43
2179,41924,31.0,TruckSource41,42
2180,41925,31.0,TruckSource42,42
2181,41926,31.0,TruckSource43,42
2182,41927,31.0,TruckSource44,48
2183,41928,31.0,TruckSource45,46
2184,41929,31.0,TruckSource46,45
2185,41930,31.0,TruckSource47,47
2186,41931,31.0,TruckSource48,46
2187,41932,31.0,TruckSource49,44
2188,41933,31.0,TruckSource50,45
2189,41934,31.0,TruckSource51,74
2190,41935,31.0,TruckSource52,82
2191,41936,31.0,TruckSource53,78
2192,41937,31.0,TruckSource54,77
2193,41938,31.0,TruckSource55,24
2194,41939,31.0,TruckSource56,22
2195,41940,31.0,TruckSource57,24
2196,41941,31.0,TruckSource58,23
2197,41942,31.0,TruckSource59,36
2198,41943,31.0,TruckSource60,18
2199,41944,31.0,TruckSource61,18
2200,41945,31.0,TruckSource62,17
2201,41946,31.0,TruckSource63,18
2202,41947,31.0,TruckSource64,19
2203,41948,31.0,TruckSource65,13
2204,41949,31.0,TruckSource66,14
2205,41950,31.0,TruckSource67,13
2206,41951,31.0,TruckSource68,14
2207,41952,31.0,TruckSource69,15
2208,41953,32.0,TruckSource1,171
2209,41954,32.0,TruckSource2,171
2210,41955,32.0,TruckSource3,109
2211,41956,32.0,TruckSource4,104
2212,41957,32.0,TruckSource5,186
2213,41958,32.0,TruckSource6,186
2214,41959,32.0,TruckSource7,182
2215,41960,32.0,TruckSource8,145
2216,41961,32.0,TruckSource9,145
2217,41962,32.0,TruckSource10,152
2218,41963,32.0,TruckSource11,147
2219,41964,32.0,TruckSource12,134
2220,41965,32.0,TruckSource13,134
2221,41966,32.0,TruckSource14,134
2222,41967,32.0,TruckSource15,139
2223,41968,32.0,TruckSource16,136
2224,41969,32.0,TruckSource17,151
2225,41970,32.0,TruckSource18,142
2226,41971,32.0,TruckSource19,144
2227,41972,32.0,TruckSource20,148
2228,41973,32.0,TruckSource21,156
2229,41974,32.0,TruckSource22,154
2230,41975,32.0,TruckSource23,157
2231,41976,32.0,TruckSource24,152
2232,41977,32.0,TruckSource25,107
2233,41978,32.0,TruckSource26,109
2234,41979,32.0,TruckSource27,147
2235,41980,32.0,TruckSource28,151
2236,41981,32.0,TruckSource29,173
2237,41982,32.0,TruckSource30,143
2238,41983,32.0,TruckSource31,173
2239,41984,32.0,TruckSource32,118
2240,41985,32.0,TruckSource33,118
2241,41986,32.0,TruckSource34,123
2242,41987,32.0,TruckSource35,172
2243,41988,32.0,TruckSource36,164
2244,41989,32.0,TruckSource37,44
2245,41990,32.0,TruckSource38,45
2246,41991,32.0,TruckSource39,44
2247,41992,32.0,TruckSource40,44
2248,41993,32.0,TruckSource41,44
2249,41994,32.0,TruckSource42,43
2250,41995,32.0,TruckSource43,43
2251,41996,32.0,TruckSource44,49
2252,41997,32.0,TruckSource45,47
2253,41998,32.0,TruckSource46,47
2254,41999,32.0,TruckSource47,48
2255,42000,32.0,TruckSource48,48
2256,42001,32.0,TruckSource49,46
2257,42002,32.0,TruckSource50,47
2258,42003,32.0,TruckSource51,77
2259,42004,32.0,TruckSource52,84
2260,42005,32.0,TruckSource53,81
2261,42006,32.0,TruckSource54,80
2262,42007,32.0,TruckSource55,25
2263,42008,32.0,TruckSource56,23
2264,42009,32.0,TruckSource57,24
2265,42010,32.0,TruckSource58,23
2266,42011,32.0,TruckSource59,37
2267,42012,32.0,TruckSource60,19
2268,42013,32.0,TruckSource61,18
2269,42014,32.0,TruckSource62,17
2270,42015,32.0,TruckSource63,18
2271,42016,32.0,TruckSource64,19
2272,42017,32.0,TruckSource65,14
2273,42018,32.0,TruckSource66,14
2274,42019,32.0,TruckSource67,14
2275,42020,32.0,TruckSource68,15
2276,42021,32.0,TruckSource69,15
2277,42022,33.0,TruckSource1,177
2278,42023,33.0,TruckSource2,177
2279,42024,33.0,TruckSource3,112
2280,42025,33.0,TruckSource4,108
2281,42026,33.0,TruckSource5,191
2282,42027,33.0,TruckSource6,192
2283,42028,33.0,TruckSource7,187
2284,42029,33.0,TruckSource8,150
2285,42030,33.0,TruckSource9,149
2286,42031,33.0,TruckSource10,157
2287,42032,33.0,TruckSource11,151
2288,42033,33.0,TruckSource12,139
2289,42034,33.0,TruckSource13,138
2290,42035,33.0,TruckSource14,139
2291,42036,33.0,TruckSource15,143
2292,42037,33.0,TruckSource16,140
2293,42038,33.0,TruckSource17,156
2294,42039,33.0,TruckSource18,146
2295,42040,33.0,TruckSource19,149
2296,42041,33.0,TruckSource20,152
2297,42042,33.0,TruckSource21,161
2298,42043,33.0,TruckSource22,159
2299,42044,33.0,TruckSource23,162
2300,42045,33.0,TruckSource24,157
2301,42046,33.0,TruckSource25,110
2302,42047,33.0,TruckSource26,112
2303,42048,33.0,TruckSource27,151
2304,42049,33.0,TruckSource28,156
2305,42050,33.0,TruckSource29,179
2306,42051,33.0,TruckSource30,149
2307,42052,33.0,TruckSource31,179
2308,42053,33.0,TruckSource32,122
2309,42054,33.0,TruckSource33,122
2310,42055,33.0,TruckSource34,128
2311,42056,33.0,TruckSource35,177
2312,42057,33.0,TruckSource36,170
2313,42058,33.0,TruckSource37,46
2314,42059,33.0,TruckSource38,46
2315,42060,33.0,TruckSource39,46
2316,42061,33.0,TruckSource40,46
2317,42062,33.0,TruckSource41,45
2318,42063,33.0,TruckSource42,44
2319,42064,33.0,TruckSource43,45
2320,42065,33.0,TruckSource44,50
2321,42066,33.0,TruckSource45,49
2322,42067,33.0,TruckSource46,48
2323,42068,33.0,TruckSource47,49
2324,42069,33.0,TruckSource48,49
2325,42070,33.0,TruckSource49,47
2326,42071,33.0,TruckSource50,48
2327,42072,33.0,TruckSource51,80
2328,42073,33.0,TruckSource52,86
2329,42074,33.0,TruckSource53,83
2330,42075,33.0,TruckSource54,83
2331,42076,33.0,TruckSource55,26
2332,42077,33.0,TruckSource56,23
2333,42078,33.0,TruckSource57,25
2334,42079,33.0,TruckSource58,24
2335,42080,33.0,TruckSource59,38
2336,42081,33.0,TruckSource60,19
2337,42082,33.0,TruckSource61,19
2338,42083,33.0,TruckSource62,18
2339,42084,33.0,TruckSource63,19
2340,42085,33.0,TruckSource64,20
2341,42086,33.0,TruckSource65,15
2342,42087,33.0,TruckSource66,14
2343,42088,33.0,TruckSource67,14
2344,42089,33.0,TruckSource68,15
2345,42090,33.0,TruckSource69,16
2346,42091,34.0,TruckSource1,181
2347,42092,34.0,TruckSource2,184
2348,42093,34.0,TruckSource3,115
2349,42094,34.0,TruckSource4,111
2350,42095,34.0,TruckSource5,196
2351,42096,34.0,TruckSource6,197
2352,42097,34.0,TruckSource7,193
2353,42098,34.0,TruckSource8,154
2354,42099,34.0,TruckSource9,154
2355,42100,34.0,TruckSource10,162
2356,42101,34.0,TruckSource11,156
2357,42102,34.0,TruckSource12,143
2358,42103,34.0,TruckSource13,143
2359,42104,34.0,TruckSource14,143
2360,42105,34.0,TruckSource15,148
2361,42106,34.0,TruckSource16,144
2362,42107,34.0,TruckSource17,160
2363,42108,34.0,TruckSource18,151
2364,42109,34.0,TruckSource19,154
2365,42110,34.0,TruckSource20,157
2366,42111,34.0,TruckSource21,166
2367,42112,34.0,TruckSource22,164
2368,42113,34.0,TruckSource23,166
2369,42114,34.0,TruckSource24,162
2370,42115,34.0,TruckSource25,114
2371,42116,34.0,TruckSource26,115
2372,42117,34.0,TruckSource27,156
2373,42118,34.0,TruckSource28,161
2374,42119,34.0,TruckSource29,184
2375,42120,34.0,TruckSource30,153
2376,42121,34.0,TruckSource31,183
2377,42122,34.0,TruckSource32,126
2378,42123,34.0,TruckSource33,125
2379,42124,34.0,TruckSource34,131
2380,42125,34.0,TruckSource35,181
2381,42126,34.0,TruckSource36,174
2382,42127,34.0,TruckSource37,47
2383,42128,34.0,TruckSource38,48
2384,42129,34.0,TruckSource39,47
2385,42130,34.0,TruckSource40,47
2386,42131,34.0,TruckSource41,47
2387,42132,34.0,TruckSource42,46
2388,42133,34.0,TruckSource43,46
2389,42134,34.0,TruckSource44,52
2390,42135,34.0,TruckSource45,50
2391,42136,34.0,TruckSource46,50
2392,42137,34.0,TruckSource47,51
2393,42138,34.0,TruckSource48,50
2394,42139,34.0,TruckSource49,49
2395,42140,34.0,TruckSource50,50
2396,42141,34.0,TruckSource51,82
2397,42142,34.0,TruckSource52,89
2398,42143,34.0,TruckSource53,86
2399,42144,34.0,TruckSource54,85
2400,42145,34.0,TruckSource55,26
2401,42146,34.0,TruckSource56,24
2402,42147,34.0,TruckSource57,26
